id,description,nb
"4410","Commune : LES ULIS<br /><br /> 2012 j\'ai eu l\'autorisation de faire venir mes enfants me retrouver en france , l\'ambassade m\'a fait payer les frais de visas et depuis ce jour je n\'ai plus des nouvelles du Consulat de France à Douala Cameroun. Merci<br /><br />Aide juridictionnelle : Ne sait pas","2"
"4411","Commune : AULNAY SOUS BOIS<br /><br />C\'est un projet AYADEMA dans le tourisme concernant la location de courte durée de maisons, chambres, chalets, etc de particuliers à particuliers en France et à l\'international via une plateforme internet. Nous faisons de la mise en relation entre les particuliers et nous ne possédons pas de logement à mettre en location.<br /><br />Aide juridictionnelle : Non","2"
"4412","Commune : clichy<br /><br />je suis accusé de vol et d\'escroquerie ce qui est faux!! dans le cadre d\'une assistance à une personne de déficience mentale , condamnée pour attouchements sexuels sur sa fille. L\'officier de police qui ma entendu a travestit le contexte. Lors  de mon audition, j\'ai fourni des documents prouvant le contraire. Je sollicite votre assistance .Respectueusement <br /><br />Aide juridictionnelle : Oui","3"
"4413","Commune : viry chatillon<br /><br />Bonjour,<br /><br />j\'ai un retard de paiement des loyers, avec des paiements irréguliers, le propriétaire a déposé un commandement de payer et j\'ai reçu un avis de l\'huissier pour un séance au TI Juvisy sur orge le 18 avril prochain.<br />Dans sa demande il demande l\'expulsion et surtout l\'application d\'une clause résolutoire demandant le paiement deux fois le loyer par mois de retard depuis le 4 Aout 2014, alors que moi j\'ai payé plusieurs mois depuis cette date et régulièrement en 2015 sauf décembre 2015 les loyers.<br />je voudrais savoir le risque que j\'encours.<br />Sachant que je suis une femme ayant 75 ans d\'age et je suis au minimum vieillesse, j\'ai vu sur internet que je peux bénéficier du régime locataire protégés (pour les seniors de plus 65 ans avec faibles revenus).<br /><br />Merci de votre aide<br />Mon tél (*) , (*)<br /><br /><br />Aide juridictionnelle : Ne sait pas","1"
"4414","Commune : LE BLANC-MESNIL<br /><br />Bjr, suite au décès de ma mère il y a 1 an, j\'ai contacté le notaire qui s\'occupe de sa succession et il m\'a confirmé qu\'actuellement celle ci ne peut pas être règlée car il n\'a pas de moyen pour contacter 1 de mes frères (nous n\'avons aucune nouvelle de lui depuis plusieurs années). Aussi, pouvez vous m\'indiquer les recours possibles en l\'absence d\'1 des héritiers afin de règler la succession. Cordialement<br /><br />Aide juridictionnelle : Non","2"
"4415","Commune : Ivry sur seine<br /><br />Titre de séjour <br /><br />Aide juridictionnelle : Ne sait pas","3"
"4416","Commune : Aulnay sous bois<br /><br />Nous souhaiterons divorcé nous avons 3 enfants, 1 de 4 ans et les 2 autres ont 2 ans. Nous avons pas de bien en commun.<br /><br />Aide juridictionnelle : Ne sait pas","3"
"4418","Commune : creteil<br /><br />J\'ai été employé pendant 7 ans comme auxiliaire de vie et depuis l\'année dernière j\'ai informé mon employeur de mon projet de reconversion ( formation ) .Suite à mon admission au concours d\'aide soignant j\'ai aussitot informé mon employeur et par la meme occasion j\'ai demandé une rupture conventionnelle de mon contrat de travail à mon employeur , celui-ci ma plutot licencié  sans solde pour faute grave ( abandon de poste ). j\'ai tous les justificatifs de ma demarche auprès de lui.<br /><br />Aide juridictionnelle : Oui","3"
"4420","Commune : asnieres<br /><br />je souhaiterais deposer une demande d\'annulation de mariage pour tromperie \""mariage gris \""<br /><br />Aide juridictionnelle : Oui","1"
"4422","Commune : 75014<br /><br />Usurpation d\'identité. Faux passport <br /><br />Aide juridictionnelle : Ne sait pas","2"
"4423","Commune : issy les moulineaux<br /><br />bonjour,<br />je suis employé de bureau et j\'habite ISSY LES MOULINEAUX.<br />Je dois me présenter au tribunal au mois de Mai pour violence conjugal sur mon ex compagne avec I.T.T de 7 jours. <br /><br /><br />Aide juridictionnelle : Non","3"
"4424","Commune : 75006<br /><br />Demande de devis pour une consultation sur le règlement des impots (taxe d\'habitation, taxe sur locaux vacants, impots sur les sociétés).<br /><br />Aide juridictionnelle : Non","1"
"4425","Commune : Drancy<br /><br />mon Mari et détenu au palais de justice pour être jugé pour délit de fuit  permis annulé et positif au  stupéfiant <br /><br />Aide juridictionnelle : Ne sait pas","3"
"4426","Commune : epinay sur seine<br /><br /> Arman (*)	 <br />Logement 242<br />93800 Epinay-sur-Seine<br />       Bangladeshi <br />bonjour<br />           j\'ai besoin un avocat pour demande nationalité francais. j\'habite en france depuis 24 juin 2010. j\'ai une carte de séjour salarié un ans. C\'est mon 5 em carte de séjour. Quand je suis venu en france J\'ai été mineur. j\'ai un Diplôm de CAP serrurier, métallier, soudeur et Médaillé d’argent Région Bretagne  pour le Concours « Un des Meilleurs Apprentis» 2013.                                                                                    <br /><br />                                                                                              Arman (*)<br /><br /><br /><br /><br /><br />Aide juridictionnelle : Non","3"
"4421","Commune : chatou<br /><br />Bonjour <br />Pourrais tu me conseiller un avocat specialisé en faux documents et en succession<br />la grand mere de ma compagne vient de deceder en janvier 2016: l \'usufruit des hôtels parisiens (6M€) va cesser, dont la mere de ma compagne avait la nue propriété. <br />Ma compagne et moi venons nous rendre compte hier que sa mere, sa sœur et son père ont créé une sci fin octobre avec sa grand mere (105 ans et aveugle) et ma compagne (qui n\'était pas au courant)!!!. ils ont donc imité sa signature et donc fait des faux ! Nous supposons qu\'ils essaient de detourner en faveur de sa sœur une partie de la succession, et qu\'ils ont peut etre fait d\'autres faux. La mère exerçant la tutelle de la grand mère il se peut qu\'il y eu d\'autres malversations. Nous souhaiterions discuter avec vous pour porter plainte au commissariat (faux documents) et vous demander de nous accompagner dans la procedure qui commence.<br /><br /><br />Aide juridictionnelle : Ne sait pas","1"
"4427","Commune : ARGENTEUIL<br /><br />bonjour, mon ancien bailleur me louait un appartement qui était frappé par un arrêté d\'insalubrité pendant 4 ans sans que je le sac(*)e, maintenant je sou(*)aite entamer une procédure contre lui afin de récupérer les loyers que je payait et demander dommage<br /><br />Aide juridictionnelle : Ne sait pas","1"
"4428","Commune : aulnay sous bois<br /><br />Je viens d \' être récemment licencié ,le 22/02/2016, et mon épouse à quitté le domicile conjugal le 8/03/2016. <br />J \' ai déposé une main courante pour abandon de domicile auprès du commissariat de Aulnay sous bois .<br />Que dois - je faire maintenant pour lancer une procédure de divorce ?<br /><br />Aide juridictionnelle : Ne sait pas","3"
"4430","Commune : versailles<br /><br />Bonjour, il s\'agit de droit de la consommation.<br />La Lyonnaise des eaux m\'a facturé pendant 9 ans des consommations provenant d\'un compteur d\'eau qui n\'était pas le mien . Je  peux réclamer une antérieurité  de 5 ans soit, environ 3000 €. Le dernier courrier en recommandé (pour une mise en demeure) a déjà été envoyé par un avocat de mon assurance juridique. Je dispose d\'un montant de 1400 € pour une assignation au TI,( avec rédaction de conclusions) . Merci de me contacter si cette affaire vous intéresse. Cordialement. <br /><br />Aide juridictionnelle : Ne sait pas","1"
"4431","Commune : les ulis<br /><br />besoin d\'avocat pour me défendre contre un prefet.<br /><br />Aide juridictionnelle : Ne sait pas","1"
"4433","Commune : Gonesse<br /><br />Bonjour,<br />La société ou je travail ( 95380 louvres ) à été racheter en début d\'année et l\'on viens de me remettre mon nouveau contrat.Je voudrais le refuser pour plusieurs motif mais on nous dit que ca ne sera pas un licenciement économique sinon ils ne pourront pas réembaucher et ni une rupture conventionnelle car ils ne veulent verser d\'argent a personne.Y a t\'il une solution pour refuser le contrat et partir avec le minimum légal ? J\'ai presque 12 ans d\'anciennetés.<br />merci<br /><br />Aide juridictionnelle : Non","3"
"4434","Commune : Villetaneuse<br /><br />Bonjour,<br /><br />Je recherche un avocat pour une rupture de contrat avec une société de service sur internet .<br />Le contrat est en tacite reconduction.<br /><br />Merci<br /><br /><br />Aide juridictionnelle : Non","3"
"4435","Commune : paris<br /><br />Bonjour je ne sais plus  quoi  faire  il y a 2 ans ma fille a bénéficier de la <br />Protection d\'asile  contre excision entre temps mon ami l\'a reconnu  comme  sa fille  donc elle est française. Donc depuis ce jour mon dossier n\'avance pas et en plus je voulais faire son passeport le préfet  me dit que il on un doute concernant  sa filiation s\'il vous plais aide nous. J\'habite  à paris mais mon dossier pour avoir ma carte de résident  ce fait  à Asnières préfecture  des hautes seine .mais je suis hébergé par  association  soleillet  à paris  .je vais à préfecture  presque tous  les  jours  j\'ai  plus de solution. Merci aider ma fille et moi s\'il vous plaît <br /><br />Aide juridictionnelle : Oui","1"
"4436","Commune : Paris<br /><br />Bonjour, J\'ai une créance, avis à payer au DRFIP pour un indû de Rmi 2005-2009. La lettre m\'informant de l\'indû date de 25 aoùt 2015. Mon dossier était transferé au conseil régional dec 2011. J\'ai adressé une lettre simple au bureau de RSA contestant leur réclamation car l\'indû était évoqué au pénal (le conseil général ne déposait pas plainte), ce dossier est classé avril 2015.<br />Je dois contesté (tardivement hélas) l\'avis de paiement. J\'ai attendu une reponse à mes lettres du bureau de Rsa mais jusqu\'à présent je n\'ai rien eu. Le conseil juridique de la mairie me conseille une action au niveau de centre des finances publiques.     <br /><br />Aide juridictionnelle : Oui","2"
"4437","Commune : 93400<br /><br />J\'ai déposé une demande de titre de séjours\""vie privée et familiale\"" après avoir eu un QTF maintenant ma femme souhaite se séparer. comment dois je procédé. en sachant que je n\'ai pzd encore eu de titre de séjour<br /><br />Aide juridictionnelle : Ne sait pas","1"
"4438","Commune : rueil malmaison<br /><br />1 FOIS 000227 VIOLENCE N AYANT ENTRAINE AUCUNE INCAPACITE<br />DE TRAVAIL ART R624-1 AL1<br />CONVOCATION POUR LE 14 AVRIL 2016<br /><br />ON PREFERE ETRE APPELE<br />CORDIALEMENT<br /><br />Aide juridictionnelle : Non","3"
"4439","Commune : La Garenne-Colombes<br /><br />Bonjour. <br /><br />Je suis le président d\'une société récemment créée dont l\'activité est centrée sur le service aux professionnels. Je suis activement à la recherche d\'un avocat compétent pour une collaboration sur le long terme car j\'ai de nombreux projets à lancer et il est préférable pour moi de toujours avoir à faire au même interlocuteur. Mes besoins sont en premier lieu le conseil, la négociation et la rédaction de divers actes juridiques. <br /><br />Si vous êtes intéressé n\'hésitez pas à me contacter.<br /><br />Cordialement.<br /><br />Aide juridictionnelle : Ne sait pas","2"
"4441","Commune : 75013<br /><br />Ancien combattant voudrait bénéficier d'une pension de l'Etat français. En attente d'une réponse, cordialement<br /><br />Aide juridictionnelle : Non","2"
"4442","Commune : saint-denis<br /><br />La société chargée de la maîtrise d'ouvrage sur le plateau plomberie et électricité de notre appartement nous a installé un chauffe-eau mal adapté, cout estimé 3660 euro. Après maints échanges, recommandés, etc. nous avons fini par obtenir qu'ils changent le chauffe-eau et en installent un plus adapté. ce qu'ils ont fait : on nou sbattant pour obtenir signature et bon de garantie, nous avons vu que le chauffe eau n'avait outé que 731 euro. Nous réclamons la différence. Leur avocat nous a envoyé une proposition à 1500 euro, qui ne correspond pas à gtand chose et nous souhaitons contester. <br /><br />Aide juridictionnelle : Ne sait pas","3"
"4443","Commune : savigny sur rorge<br /><br />Maitre,<br />Actuellement en disponibilité professionnelle de la fonction hospitalière publique, je souhaite créer une entreprise dans le domaine de l\'accompagnement en vie professionnelle pour personnels de santé par la méthode coaching. Comment éviter que mon ancien employeur ne s’oppose à mon exercice en évoquant une concurrence déloyale? Merci pour votre réponse. Mme André<br /><br />Aide juridictionnelle : Ne sait pas","2"
"4444","Commune : Saint Pierre du Perray<br /><br />ST Pierre du Perray, 91, retraité.<br />J\'aie acquis un chiot, Berger Allemand, en juin 2015 pour une pratique sportive.<br />Depuis, que ces 6 mois, ce chiot boitait, après x visites vétérinaire + scanner, il s\'avère être dysplasique, donc inapte a tous sport. La vente a été annulée, mais les frais vétérinaires non remboursés, idem pour tous les autres frais associés a ces consultations (véhicule principalement) soit + 1000€. Par ailleurs, le vendeur m\'ayant caché, des informations qui auraient changées mon choix d\'acheter ce chiot chez lui, je lui demande des dommages et intérêts (700€). Il ne veut bien sur, rien entendre.<br /><br /><br />Aide juridictionnelle : Non","1"
"4445","Commune : 75001<br /><br />Procédure en cours. J\'ai fait une requête en divorce. L\'ONC a été rendue. Un notaire a été nommé par la JAF en application des articles 255 9 et 255 10 du code civil. J\'assure pour l\'instant ma représentation seul lors de cette expertise mais il y aura des dires à rédiger lors du rapport de mi-étape (demande d\'intervention d\'un sapiteur) et je vais donc avoir besoin d\'un avocat pour m\'accompagner.<br /><br />Je cherche un avocat spécialisé dans la procédure de divorce ayant donc un diplôme spécifique. Idéalement, cet avocat connaît le droit des sociétés et la gestion de patrimoine.<br /><br />Aide juridictionnelle : Non","2"
"4446","Commune : champigny sur marne<br /><br />récidive à 0.80g <br />25 ans <br />champigny sur marne <br />travail le soir et de nuit<br /><br />Aide juridictionnelle : Ne sait pas","3"
"4447","Commune : Nanteuil les Meaux<br /><br />Bonsoir Maitre,<br /><br /> Mère de 42 ans dont y a 9 ans j\'ai porté plaintes contre mon ex concubin martiniquais pour agression sexuelle sur ma fille mineure à l\'époque ... malgré les recommandations des gendarmes de quitté mon appartement  pour soi disant l\'appréhendé...que se soit l\'aide juridictionnelle et assistantes sociales ..rien ne fut débloqué et j\'ai abandonné,ma fille  a de nouveau reporté plainte avant sa majorité y a  3 ans et meme avec une aide juridictionnelle elle est parvenu a savoir que le Procureur a délégué l\'affaire au Procureur Du Tribunal de Grande Instances de la Martinique ..elle a eu une avocate dans le territoire mais celle ci n\'a donné suite malgré ses relance...ma profession: aide a la personne nous vivons a Nanteuil les Meaux 77. <br /><br />Aide juridictionnelle : Ne sait pas","1"
"4448","Commune : Poissy<br /><br />Bonjour,je réside à Poissy où je travaille à l'Hôpital Intercommunal de Poissy / Saint Germain en Laye.<br />Je suis en arrêt de travail pour accident du travail  depuis le 31 juillet 2015 dû à un harcèlement professionnel non imputable au Service du point de vue de mon employeur. Je suis titulaire de la Fonction Publique Hospitalière depuis le mois d'avril 2001 et exerce dans cet hôpital depuis décembre 1995.<br /><br />Aide juridictionnelle : Oui","3"
"4449","Commune : Roissy en Brie<br /><br />Madame, Monsieur,<br />J\'aimerais connaitre le tarif ou peut etre des renseignements concernant mes questionnements. Voila je vous explique, je suis infirmière, maman d\'une jeune fille de 12ans,  divorcée depuis 2007 (le papa a ma fille 1 week end /2 et la moitié des vacances scolaires). Je suis de nouveau en relation avec un homme vivant au Québec. Mon compagnon et moi aimerions nous retrouver au Canada. Comment puis je faire ? Quelles sont les démarches concernant le rapprochement familial (parrainage pour partenaire conjugal) sachant que nous n\'avons jamais vécu ensemble ? Si le papa de ma fille refuse mon départ (en sachant que je suis prête à lui expliquer mes raisons ainsi que mon engagement à savoir envoyer ma fille à mes frais pendant toutes les vacances scolaires, et même à renoncer à ma pension alimentaire), quels recours j\'ai ? J\'ai toujours arrangé le papa (qui s\'est remarié depuis 2012) et j\'ai toujours accepté le planning à l\'amiable. <br />Je vous remercie d\'avance de votre réponse. <br />Je vous prie de croire, Madame, Monsieur, en mes meilleures salutations.<br /><br />Aide juridictionnelle : Ne sait pas","1"
"4451","Commune : Bobigny
<br />
<br />Divorce amiable.
<br />
<br />Aide juridictionnelle : Ne sait pas","3"
"4452","Commune : 16<br /><br />Je disposé de 3 entreprises en Afrique et 2 entreprises en France <br />Je souhaite avoir un accompagnement juridique et protection et conseils pour mes affaires diverses<br /><br /><br />Aide juridictionnelle : Ne sait pas","2"
"4453","Commune : bondy<br /><br />cherche avocat pas trop onéreux et faisant des facilitées de paiement pour divorce par consentement mutuel<br /><br /><br />Aide juridictionnelle : Ne sait pas","3"
"4454","Commune : Vitry sur Seine <br /><br />Je suis victime d\'usurpation de permis de conduire et la police ne fait rien depuis 2ans <br /><br />Aide juridictionnelle : Ne sait pas","1"
"4455","Commune : Nemours<br /><br />77570 BOUGLIGNY<br />je suis victime d\'harcèlement moral depuis 2013,j\'ai fait une dépression qui m\'a valu d\'être arrèté un mois,j\'ai refusé la rupture conventionnel,aujourd\'houi,je suis licencier économique en préavis jusque fin Mars,je ne suis pas daccord avec mes indemnités de préavis qui se monte à 5200€ avec deux mois de préavis,et cinq années d\'ancienneté,à savoir que j\'ai un doute sur le licenciement économique.<br /><br />Aide juridictionnelle : Ne sait pas","3"
"4458","Commune : noisy le sec<br /><br />contestation du testament de ma soeur,qui a ètèe hospitalisèe en psychiatrie<br /><br />Aide juridictionnelle : Oui","1"
"4459","Commune : plaisir78<br /><br />bonsoir je réside a plaisir dans le 78 est je me suis fait interpellés le 21 janvier 2016 au volant de mon véhicule avec une alcollèmie de 0.48 mg je me suis déja fait jugés es jai pris comme sanction 3 mois ferme annulation du permis plus la saisie de mon véhicule du coup j\'ai fait appel de la dècission es mon véhicule est resté stationné plus de 2 semaines au méme endroit il a été vandalisé   puis je n\'ai pas pu récupères mes affaires dans mon véhicule toujours a ce jour.     <br /><br />Aide juridictionnelle : Ne sait pas","1"
"4461","Commune : Versailles<br /><br /> résidence les champs louis,  <br />78430 LOUVECIENNES<br />ne touche que le RSA, besoin d\'un dossier d\'aide juridique<br /><br /><br />Aide juridictionnelle : Non","1"
"4462","Commune : PARIS<br /><br />2e Demande enfin bref!.J\'ai été licencier,pour faute grave par mon employeur AUCHAN.Que i\'ai largement gagné le 10/10/2014.Aupres du tribunal de grande Instance de Bobigny.15e chambre correctionnelle <br /><br />Aide juridictionnelle : Non","3"
"4463","Commune : 75016<br /><br />Bonjour, je suis actuellement a la recherche d\'un avocat qui pourra m\'aider avec mon titre de séjour et qui accepte l\'aide juridictionnelle. L\'année dernière je suis passe devant le juge pour la demande des papiers. Heureusement j\'ai gagne la cause, mais comme dans la vie les choses ne se passent pas comme on veut ,le préfet de police a malheureusement fait appel a la décision. j\'ai essayé de contacter l\'avocat qui s\'est occupé de l\'affaire, finalement je n\'ai eu aucune réponse de sa part. je vous remercie pour votre attention, Mes distinguées salutations!.<br /><br />Aide juridictionnelle : oui","1"
"4456","Commune : evry et corbeil, d\'autres essonnes (91)<br /><br />Je cherche un(e) avocat(e) pour un recours contentieux très rapidement.<br />Je vous préviens que je suis malentendante (sourde) pour raison de mes déficiences auditives et vous me répondrez par mail ou par sms. Merci de votre compréhension.<br />Je vous prie de bien vouloir de prendre un rendez-vous pour une demande de recours contentieux car je suis dans l\'obligation de trouver évident des avocats car j\'ai du mal à trouver des avocats spécialistes.<br />Je vous envoie un litige : Après la réussite d\'un concours spécialisée réservée aux personnes en situation de handicap (réservée des travailleurs handicapés par la COTOREP),  j\'ai intégré la Fonction Publique dont je suis fonctionnaire de France Télécom, j\'ai travaillé à la Direction de l\'Enseignement Supérieur des Télécoms en 1989 et mutée à l\'Institut National des Télécoms en 1993 que j\'ai eu des bonnes compétences et d\'expériences de travail et j\'ai choisi de réintégration France Télécom.<br />        Après quelques années, j\'ai réintégré France Télécom, aujourd\'hui Orange en 2001.<br />        Le poste n\'était pas adapté à mon handicap (utilisation d\'un téléphone classique alors que je suis malentendante).<br />        Après plusieurs visite médicales indiquant mon aptitude à un poste sans téléphone, aucune proposition de la part de l\'entreprise ne m\'a été faite et le harcèlement de service depuis la première réintégration.<br />        Après plusieurs années chez moi sans affectation, j\'ai été mise en congé longue maladie. Ce congé est confirmé conforme par deux experts mandatés par Orange. Ces entretiens médicaux se sont déroulés sans interprète.<br />        Ces experts semblent ne pas connaître la surdité. Par rapport aux visites médicales, que je n\'ai jamais eu de recommandations avec les médecins du travail que j\'ai travaillé avant 2003.<br />        J\'ai entrepris des démarches auprès du Défen","3"
"4457","Commune : boulogne bidllancourt<br /><br />Française, handicapée, je suis mariée à un Algérien qui a obtenu récemment (Déc 2015) un titre de séjour de 10 ans, je crois. Nous avons un Bébé de 5 mois.<br />Je suis séparée de fait de mon mari depuis le 5/01/2015. <br />Mariés en Algérie en Oct 2014, on a décidé de faire notre vie en France ou on s\'est installé chez mon père à Boulogne depuis dec 2014.<br />Le comportement de mon mari, graduellement devenait  très difficile envers moi au fur et à mesure qu\'il obtenait des avantages tels Carte de séjours, travail. Les disputes sont devenues plus violentes, sans agressivité mais très fréquentes et sa tournée au sujet d\'argent. Son argent - c\'est le sien et mes allocations AAH - c\'est lui qui doit gérer.<br />A la 1ère occasion, quand mon père, ayant assez de voir les disputes, lui a suggéré  de se trouver un logement ailleurs, vu qu\'il travail et se vante de bien gagner sa vie, mon maris a quitté la maison m\'abandonnant moi et mon Bébé sans aides ni financière ou autres.<br />La dernière fois qu\'il a vu son Bébé (à l\'occasion d\'un vaccin chez le médecin) et le 18/02/2016, depuis aucune nouvelle.<br />Une tentative de rapprochement entre nos famille durant sa présence en Algérie fin Février n\'a rien donné ( même pas un souhait de voir son enfant).<br />Je n\'ai aucune idée de ses véritables intentions.<br />J\'ai conclu qu\'il a organisé un mariage blanc et que tout son bon comportement au début de notre mariage n\'est que comédie.<br />J\'ai fait une main courante auprès du commissariat de police et adressé un courrier à la S/Préfecture.<br />Je souhaiterai trouver un avocat pour m\'orienter des possibilité à le poursuivre pour abandon de famille et soupçon de mariage Blac.<br />Des dernières donnée, il vit chez sa tante à Rueil Malmaison.<br /><br />Aide juridictionnelle : Ne sait pas","2"
"4464","Commune : LA CELLE ST CLOUD<br /><br />Bonsoir j\'aimerais savoir le prix d\'un divorce à l\'amiable p en sachant pas d\'enfant pas de bien ensemble et on est d\'accord sur tous les conditions à l\'amiable<br /><br />Aide juridictionnelle : Ne sait pas","3"
"4465","Commune : Courbevoie <br /><br />Subit un arcellement moral <br />Et atteintes a la vie privée <br /><br />Aide juridictionnelle : Ne sait pas","3"
"4466","Commune : recloses<br /><br />j.ai saisi le tribunal adminitration  pour maladie proffessionelle  refusee par le maire  il viens de prendre un avoct ..mise en demeure jusqu au 4 avril avec demande reboursement  du salaire complet<br /><br />Aide juridictionnelle : Ne sait pas","3"
"4467","Commune : Villejuif<br /><br />Convocation post divorce de l\'avocat de mon ex-femme, demandant à ne plus supporté la moitié de la charge des trajets pour récupérer notre fils de 4 ans. <br />Et suppression des mercredi ainsi que modification des modalités de la garde. <br />Sachant que nous avons divorcés à l\'amiable (fev. 2015) et que la convention pour le droit de visite et d\'hébergement est classique mais que nous fonctionnons depuis le départ en régime libre (10jrs chez elle et 4/5jrs chez moi). Elle réside en normandie et moi dans le val de marne.<br /><br /><br />Aide juridictionnelle : Oui","1"
"4469","Commune : sarcelles<br /><br />Apre avoir consulter mes points je suis a 0 point de mon permis<br /><br />Aide juridictionnelle : Ne sait pas","3"
"4471","Commune : Montreuil <br /><br />J\'ai passé mon permis de conduire  en Algérie. J\'ai un dossier complet que j\'ai présenté à la préfecture, pour le changer contre un permis français. Il m\'a été refusé sans aucun motif valable .je leur ai fourni tous les documents demandés. <br /><br />Aide juridictionnelle : Non","3"
"4472","Commune : Antony<br /><br />bonjour <br />je recherche un avocat pour un recourt au refus a la nationalité française<br /><br />merci <br /><br />Aide juridictionnelle : Ne sait pas","2"
"4474","Commune : stains<br /><br />BJR <br />je viens auprès de votre haute juridiction , vous contactés pour relancée<br />la procédure d un divorce que mon époux avais engagée bien qu elle <br />n est pas t aller jusque au bout <br />veuillez me contactez pour plus de precisions<br /><br />Aide juridictionnelle : Non","3"
"4475","Commune : sarcelles<br /><br />bonjour,<br />l\\\'affaire concerne ma fille qui travailler comme vendeuse dans un magasin et a commis un vol.<br /><br />Aide juridictionnelle : Non","3"
"4480","Commune : Montmorency<br /><br />Vendeur en charcuterie pour Carrefour en contrat pro <br />Demande de divorce a l amiable <br /><br /><br />Aide juridictionnelle : Ne sait pas","3"
"4482","Commune : meudon<br /><br />mon lieu de résidence se trouve à meudon (92190), je suis fonctionnaire et nous souhaitons mon mari et moi divorcer par consentement mutuel<br /><br />Aide juridictionnelle : Non","2"
"4485","Commune : Villeparisis<br /><br />Séparation couple non marié avec 4 enfants, l\'homme a toujours subvenu aux besoins du foyer, la femme n\'a jamais travaillé et a volé 100000€ au conjoint en expédiant son courrier à une autre adresse, et vidé les comptes de ses enfants<br /><br />Aide juridictionnelle : Ne sait pas","3"
"4478","Commune : PARIS<br /><br />Mon fils a été convoqué vendredi 25 mars 2016 à un conseil de discipline pour menaces verbales et physiques sur un professeur. Nous nous sommes présentés on ne nous a même pas écouté, il avait déjà décidé de son sort ils ont décidé de l\'exclure définitivement. De plus le professeur a porté plainte au commissariat donc nous attendons la convocation. Le professeur impliqué fait toujours des taquineries un peu douteuses aux élèves. Elle pousse les élèves jusqu\'à l\'extrême. Mon fils en est arrivé à lui dire \""si vous n\'arrêtez pas de nous charié je vous en mêts une\"" en se levant de sa chaise le poing levé. Apparemment il était bien énervé car cela faisait beaucoup de fois qu\'elle le charriait, mais là il s\'est révolté. Et malheureusement a eu ses paroles et actes un peu trop violent. Mais ils l\'ont déjà exclu 10 Jours avant le conseil de classe, j\'aurais pensé qu\'on lui mettrait un blâme ou un rappel ou des heures de punitions .Au lieu de cela on nous a pas laissé nous expliqué et il a été viré définitivement du collège alors qu\'il n\'y avait aucune récidive rien du tout depuis le début de l\'année scolaire. Pourriez-vous me dire si on peut porter plainte contre le professeur pour diffamation ou autre et on a un appel à faire sous huit jours et je voulais de l\'aide. MERCI<br /><br />Aide juridictionnelle : Ne sait pas","3"
"4479","Commune : neuilly sur marne<br /><br />suite à un refus de nationalité en mai 2014 avec ajournement de 2 ans suite rappel à la loi et sans suite  pour violences conjugales je n\'ai pas été condamné j ai formulé une demande au procureur de la république pour un effacement du fichier stic  soldé par un refus  et je voudrais déposé ma demande de nationalité  en mois de mai 2016  je ne sais pas si mon cas cad  l effacement est automatique ou faut il faire des démarches particulières  pour reformuler ma demande  de nationalité  , je suis séparé de mon ex depuis sep 2015 et ma carte de résident  10 ans  s achève en 2019   car je suis entré en france en 2008  regroupement familiale  , j ai 2 enfants  et 9 ans de mariage et qui ne sont pas reconnu en France  le contrat de mariage marocain faisant foi <br />merci pour votre retour  .<br /><br />Aide juridictionnelle : Ne sait pas","1"
"4481","Commune : ARGENTEUIL<br /><br /><br />Bonjour, <br /><br />Je suis atterré parce qui m\'arrive ce jour. <br />Lors d\'une demande de rendez-vous pour un renouvellement de médicament, la secrétaire me dit que je suis en \""LISTE ROUGE\"",. C\'est un refus de réception.<br /><br />Ce refus vient de ce que j\'ai manqué un (peut-être 2 ou 3) rendez-vous. <br /><br />Le médicament qui me manque m’est nécessaire quotidiennement pour éviter les AVC auxquels je suis particulièrement exposé, compte tenu de mes antécédents familiaux. Ce médecin le sait.<br /><br />Le  refus d\'assistance de ce « médecin » me mets ainsi en danger.<br /><br />Pourtant, il sait bien que je suis atteint d\'une LEUCO ARIOSE, forme dégénérative du type elzeimer, qui explique - et excuse - mes pertes d\'objets, mes oublis. <br /><br />Autrement dit, ce docteur refuse de me soigner, parce que je suis malade.<br /><br />Ceci est une forme de discrimination contraire à <br /><br />1) l’article 7 du code de déontologie. et<br /><br />2) l’article 9 - Non Assistance à personne en danger<br />Que faire pour ramener ce médecin à la raison ?<br /><br /><br />Aide juridictionnelle : Non","2"
"4486","Commune : paris<br /><br />aide a   declaration succession et  isf plus partage <br /><br />Aide juridictionnelle : Non","3"
"4487","Commune : ARGENTEUIL<br /><br />MON ANCIEN BAILLEUR ME LOUAIT UN APPARTEMENT INSALUBRE PENDANT QUATRE ANS SANS QUE QUE JE LE SACHE, MAINTENANT JE VEUX RENTAMER UNE PROCÉDURE CONTRE LUI AFIN DE RÉCUPÉRER LES LOYERS PAYES, JE CHERCHE UN AVOCAT QUI ACCEPTERAIT L\'AIDE JURIDICTIONNELLE.  <br /><br />Aide juridictionnelle : Ne sait pas","1"
"4488","Commune : PANTIN 93500<br /><br />Dans le but de récupérer mon appart pour vendre, mon locataire a reçu le 7sep15 mon congé pour départ au 5 avril 2016. Il m\'a signalé qu\'il ne veut pas partir sans raison. Je souhaite donc l\'assigner au tribunal pour expulsion.<br /><br />Aide juridictionnelle : Non","2"
